no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected
1,0.3505410572311061,0.38247605508869126,0.3475754771499525,0.21066618726997127,0.38247605508869126,I-MM,I-MF
2,0.41359332633126733,0.46127737928798856,0.4227977568014101,0.25515775537776003,0.46127737928798856,I-MM,I-MM
3,0.16920780234858868,0.15875362785081296,0.13317684567325194,0.05834655350889008,0.16920780234858868,I-MF,I-MM
4,0.16920780234858868,0.15875362785081296,0.13317684567325194,0.05834655350889008,0.16920780234858868,I-MF,I-MM
5,0.41359332633126733,0.46127737928798856,0.4227977568014101,0.25515775537776003,0.46127737928798856,I-MM,I-MF
6,0.3505410572311061,0.38247605508869126,0.3475754771499525,0.21066618726997127,0.38247605508869126,I-MM,I-MM
7,0.19390302839599294,0.20046717581780438,0.18533636623313357,0.0967067459141059,0.20046717581780438,I-MM,I-SE
8,0.3197080315663114,0.3833540575119721,0.3557967551774681,0.22248997415206417,0.3833540575119721,I-MM,I-MM
9,0.2751319154165795,0.2946127144143496,0.27876000714405985,0.16805143906174982,0.2946127144143496,I-MM,I-MM
10,0.2751319154165795,0.2946127144143496,0.27876000714405985,0.16805143906174982,0.2946127144143496,I-MM,I-SE
11,0.3197080315663114,0.3833540575119721,0.3557967551774681,0.22248997415206417,0.3833540575119721,I-MM,I-MM
12,0.19390302839599294,0.20046717581780438,0.18533636623313357,0.0967067459141059,0.20046717581780438,I-MM,I-SE
13,0.44293582286684974,0.46095847541229834,0.42937275751947623,0.2702239833921502,0.46095847541229834,I-MM,I-MF
14,0.4622843164088573,0.4395017407150036,0.3956660888901298,0.24727802192462947,0.4622843164088573,I-MF,I-MF
15,0.14268503516124467,0.13206730787578674,0.12644260908915583,0.08302604067535996,0.14268503516124467,I-MF,I-SE
16,0.14268503516124467,0.13206730787578674,0.12644260908915583,0.08302604067535996,0.14268503516124467,I-MF,I-SE
17,0.4622843164088573,0.4395017407150036,0.3956660888901298,0.24727802192462947,0.4622843164088573,I-MF,I-MF
18,0.44293582286684974,0.46095847541229834,0.42937275751947623,0.2702239833921502,0.46095847541229834,I-MM,I-MF
19,0.33014300296679183,0.41328827241278515,0.38664394415484116,0.23434672421067965,0.41328827241278515,I-MM,I-MM
20,0.33736432622674967,0.4010893074168877,0.3785713878989628,0.2321357724966825,0.4010893074168877,I-MM,I-MM
21,0.17009798998291115,0.19304700614839237,0.19364834246340143,0.10728274915316502,0.19364834246340143,I-SE,I-MM
22,0.17009798998291115,0.19304700614839237,0.19364834246340143,0.10728274915316502,0.19364834246340143,I-SE,I-MM
23,0.33736432622674967,0.4010893074168877,0.3785713878989628,0.2321357724966825,0.4010893074168877,I-MM,I-MM
24,0.33014300296679183,0.41328827241278515,0.38664394415484116,0.23434672421067965,0.41328827241278515,I-MM,I-MM
25,0.3884717000549367,0.42299771495813177,0.3982542971489691,0.2616692682792902,0.42299771495813177,I-MM,I-SE
26,0.31333573264327513,0.32366612955376783,0.308657513185227,0.20582963678057947,0.32366612955376783,I-MM,I-SE
27,0.139271296072152,0.15693144225189945,0.15110016969247517,0.08785694942283476,0.15693144225189945,I-MM,I-SE
28,0.139271296072152,0.15693144225189945,0.15110016969247517,0.08785694942283476,0.15693144225189945,I-MM,I-SE
29,0.31333573264327513,0.32366612955376783,0.308657513185227,0.20582963678057947,0.32366612955376783,I-MM,I-SE
30,0.3884717000549367,0.42299771495813177,0.3982542971489691,0.2616692682792902,0.42299771495813177,I-MM,I-SE
31,0.3610066957785688,0.3889714175379477,0.32588340028957175,0.1829436979854801,0.3889714175379477,I-MM,I-MM
32,0.3566329968732649,0.33560952582129866,0.30810343691327646,0.16990874733380196,0.3566329968732649,I-MF,I-MM
33,0.33227656579549797,0.3487247782900856,0.33927444862197353,0.19164364886168112,0.3487247782900856,I-MM,I-MM
34,0.33227656579549797,0.3487247782900856,0.33927444862197353,0.19164364886168112,0.3487247782900856,I-MM,I-MM
35,0.3566329968732649,0.33560952582129866,0.30810343691327646,0.16990874733380196,0.3566329968732649,I-MF,I-SE
36,0.3610066957785688,0.3889714175379477,0.32588340028957175,0.1829436979854801,0.3889714175379477,I-MM,I-MM
37,0.5232900746124698,0.542860126368385,0.47471594957659874,0.28063889934953734,0.542860126368385,I-MM,I-MF
38,0.5702487246484185,0.5348546601713128,0.4861121660331177,0.2927479687700438,0.5702487246484185,I-MF,I-MF
39,0.39465034246178404,0.39444373752486794,0.37631535403951766,0.2205591353589968,0.39465034246178404,I-MF,I-MF
40,0.39465034246178404,0.39444373752486794,0.37631535403951766,0.2205591353589968,0.39465034246178404,I-MF,I-MF
41,0.5702487246484185,0.5348546601713128,0.4861121660331177,0.2927479687700438,0.5702487246484185,I-MF,I-MF
42,0.5232900746124698,0.542860126368385,0.47471594957659874,0.28063889934953734,0.542860126368385,I-MM,I-MF
43,0.10950942595948966,0.12248557544635007,0.11587416670771472,0.06793865680460401,0.12248557544635007,I-MM,I-MM
44,0.17513814626168567,0.13948310045302975,0.11280766315334395,0.061681572949451126,0.17513814626168567,I-MF,I-MM
45,0.05337137672840196,0.05281790548967122,0.044991660041833824,0.01931059624262231,0.05337137672840196,I-MF,I-MM
46,0.05337137672840196,0.05281790548967122,0.044991660041833824,0.01931059624262231,0.05337137672840196,I-MF,I-MM
47,0.17513814626168567,0.13948310045302975,0.11280766315334395,0.061681572949451126,0.17513814626168567,I-MF,I-MM
48,0.10950942595948966,0.12248557544635007,0.11587416670771472,0.06793865680460401,0.12248557544635007,I-MM,I-MM
49,0.2786918877477137,0.2660432800744063,0.24693123341992543,0.14487446878847576,0.2786918877477137,I-MF,I-SE
50,0.15535250979119616,0.1411360542923218,0.1267292532201416,0.08737026794876332,0.15535250979119616,I-MF,I-NE
51,0.2730480296708721,0.2607491758151555,0.2388945884161517,0.12700517227716496,0.2730480296708721,I-MF,I-SE
52,0.2730480296708721,0.2607491758151555,0.2388945884161517,0.12700517227716496,0.2730480296708721,I-MF,I-SE
53,0.15535250979119616,0.1411360542923218,0.1267292532201416,0.08737026794876332,0.15535250979119616,I-MF,I-NE
54,0.2786918877477137,0.2660432800744063,0.24693123341992543,0.14487446878847576,0.2786918877477137,I-MF,I-SE
55,0.31308455310297095,0.34993938707246647,0.33368497869815156,0.20435649881397588,0.34993938707246647,I-MM,I-SE
56,0.33031864271171985,0.3563106330627079,0.3352367172452832,0.1998855250532556,0.3563106330627079,I-MM,I-MM
57,0.24230347009114384,0.2592998376512937,0.2522645313471515,0.13639647655497888,0.2592998376512937,I-MM,I-MM
58,0.24230347009114384,0.2592998376512937,0.2522645313471515,0.13639647655497888,0.2592998376512937,I-MM,I-MM
59,0.33031864271171985,0.3563106330627079,0.3352367172452832,0.1998855250532556,0.3563106330627079,I-MM,I-MM
60,0.31308455310297095,0.34993938707246647,0.33368497869815156,0.20435649881397588,0.34993938707246647,I-MM,I-MM
