no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected
1,0.13594640871884295,0.13791424673209837,0.13111831091059062,0.11560602712704285,0.13791424673209837,A-MM,A-MF
2,0.1442007376499806,0.15688424106711127,0.14987961297302302,0.13878002603987089,0.15688424106711127,A-MM,A-MM
3,0.12356060258287546,0.1371973037265094,0.12646997603427373,0.11862191283378772,0.1371973037265094,A-MM,A-MM
4,0.12356060258287546,0.1371973037265094,0.12646997603427373,0.11862191283378772,0.1371973037265094,A-MM,A-MF
5,0.1442007376499806,0.15688424106711127,0.14987961297302302,0.13878002603987089,0.15688424106711127,A-MM,A-MF
6,0.13594640871884295,0.13791424673209837,0.13111831091059062,0.11560602712704285,0.13791424673209837,A-MM,A-MF
7,0.08632464662266351,0.10520965251877232,0.10265704012720643,0.093969627251754,0.10520965251877232,A-MM,A-SE
8,0.07751859012013912,0.08550764134219244,0.09794124977234349,0.10071830135431994,0.10071830135431994,A-NE,A-SE
9,0.044342615889433216,0.052057939327879416,0.051074432468822026,0.05747564447836891,0.05747564447836891,A-NE,A-NE
10,0.044342615889433216,0.052057939327879416,0.051074432468822026,0.05747564447836891,0.05747564447836891,A-NE,A-NE
11,0.07751859012013912,0.08550764134219244,0.09794124977234349,0.10071830135431994,0.10071830135431994,A-NE,A-NE
12,0.08632464662266351,0.10520965251877232,0.10265704012720643,0.093969627251754,0.10520965251877232,A-MM,A-MM
13,0.11117978820903324,0.13016405344515047,0.14791952663661956,0.13736332994357017,0.14791952663661956,A-SE,A-SE
14,0.05554288236199053,0.06166725218373155,0.06865539079732841,0.06324351740338069,0.06865539079732841,A-SE,A-SE
15,0.07631471247715445,0.08651810018012149,0.09399629318524334,0.0983647965450595,0.0983647965450595,A-NE,A-NE
16,0.07631471247715445,0.08651810018012149,0.09399629318524334,0.0983647965450595,0.0983647965450595,A-NE,A-SE
17,0.05554288236199053,0.06166725218373155,0.06865539079732841,0.06324351740338069,0.06865539079732841,A-SE,A-SE
18,0.11117978820903324,0.13016405344515047,0.14791952663661956,0.13736332994357017,0.14791952663661956,A-SE,A-SE
19,0.13018030742573655,0.1417227228600275,0.1491378826318355,0.14285032138906262,0.1491378826318355,A-SE,A-NE
20,0.1621000610738707,0.1711996131461848,0.17235934574216905,0.18659989266039737,0.18659989266039737,A-NE,A-NE
21,0.14228547288381038,0.15128482038764765,0.1511175774322615,0.1617720825110977,0.1617720825110977,A-NE,A-NE
22,0.14228547288381038,0.15128482038764765,0.1511175774322615,0.1617720825110977,0.1617720825110977,A-NE,A-NE
23,0.1621000610738707,0.1711996131461848,0.17235934574216905,0.18659989266039737,0.18659989266039737,A-NE,A-NE
24,0.13018030742573655,0.1417227228600275,0.1491378826318355,0.14285032138906262,0.1491378826318355,A-SE,A-SE
25,0.1456984891821357,0.1614974609382246,0.16501470078413516,0.1563589157890839,0.16501470078413516,A-SE,A-MF
26,0.10887230550166085,0.12251785426260015,0.1262046672946217,0.12130108275775517,0.1262046672946217,A-SE,A-MM
27,0.1026513692103668,0.11463095587911817,0.10893186357587806,0.10539368170618889,0.11463095587911817,A-MM,A-MF
28,0.1026513692103668,0.11463095587911817,0.10893186357587806,0.10539368170618889,0.11463095587911817,A-MM,A-MM
29,0.10887230550166085,0.12251785426260015,0.1262046672946217,0.12130108275775517,0.1262046672946217,A-SE,A-MF
30,0.1456984891821357,0.1614974609382246,0.16501470078413516,0.1563589157890839,0.16501470078413516,A-SE,A-MM
31,0.07861321215401992,0.09533701607501413,0.1034239590568401,0.09165918077836147,0.1034239590568401,A-SE,A-SE
32,0.13452966614742234,0.1487945412869536,0.1741212635387477,0.16002164378323389,0.1741212635387477,A-SE,A-SE
33,0.10443064851491131,0.11837819481808996,0.12642211911555018,0.13258971008346307,0.13258971008346307,A-NE,A-SE
34,0.10443064851491131,0.11837819481808996,0.12642211911555018,0.13258971008346307,0.13258971008346307,A-NE,A-NE
35,0.13452966614742234,0.1487945412869536,0.1741212635387477,0.16002164378323389,0.1741212635387477,A-SE,A-SE
36,0.07861321215401992,0.09533701607501413,0.1034239590568401,0.09165918077836147,0.1034239590568401,A-SE,A-SE
37,0.08371026005106177,0.09351975410254441,0.10359062743857132,0.10705811976716859,0.10705811976716859,A-NE,A-SE
38,0.09915314195264315,0.10753960325875778,0.11174999892833953,0.11151713712215311,0.11174999892833953,A-SE,A-SE
39,0.08148406676582559,0.08442752462352673,0.08158969605434124,0.07639047489613873,0.08442752462352673,A-MM,A-SE
40,0.08148406676582559,0.08442752462352673,0.08158969605434124,0.07639047489613873,0.08442752462352673,A-MM,A-NE
41,0.09915314195264315,0.10753960325875778,0.11174999892833953,0.11151713712215311,0.11174999892833953,A-SE,A-NE
42,0.08371026005106177,0.09351975410254441,0.10359062743857132,0.10705811976716859,0.10705811976716859,A-NE,A-NE
43,0.0,0.0,0.0,0.04238193299004185,0.04238193299004185,A-NE,A-NE
