no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected,,Overall,
1,0.350541057,0.382476055,0.347575477,0.210666187,0.382476055,I-MM,I-MF,,Correct,9761
2,0.413593326,0.461277379,0.422797757,0.255157755,0.461277379,I-MM,I-MM,,Total,19069
3,0.169207802,0.158753628,0.133176846,0.058346554,0.169207802,I-MF,I-MM,,Percentage,51%
4,0.169207802,0.158753628,0.133176846,0.058346554,0.169207802,I-MF,I-MM,,IMF,
5,0.413593326,0.461277379,0.422797757,0.255157755,0.461277379,I-MM,I-MF,,Correct,4833
6,0.350541057,0.382476055,0.347575477,0.210666187,0.382476055,I-MM,I-MM,,Total,7170
7,0.193903028,0.200467176,0.185336366,0.096706746,0.200467176,I-MM,I-SE,,Percentage,67%
8,0.319708032,0.383354058,0.355796755,0.222489974,0.383354058,I-MM,I-MM,,IMM,
9,0.275131915,0.294612714,0.278760007,0.168051439,0.294612714,I-MM,I-MM,,Correct,2571
10,0.275131915,0.294612714,0.278760007,0.168051439,0.294612714,I-MM,I-SE,,Total,5529
11,0.319708032,0.383354058,0.355796755,0.222489974,0.383354058,I-MM,I-MM,,Percentage,47%
12,0.193903028,0.200467176,0.185336366,0.096706746,0.200467176,I-MM,I-SE,,ISE,
13,0.442935823,0.460958475,0.429372758,0.270223983,0.460958475,I-MM,I-MF,,Correct,1078
14,0.462284316,0.439501741,0.395666089,0.247278022,0.462284316,I-MF,I-MF,,Total,4080
15,0.142685035,0.132067308,0.126442609,0.083026041,0.142685035,I-MF,I-SE,,Percentage,26%
16,0.142685035,0.132067308,0.126442609,0.083026041,0.142685035,I-MF,I-SE,,INE,
17,0.462284316,0.439501741,0.395666089,0.247278022,0.462284316,I-MF,I-MF,,Correct,1279
18,0.442935823,0.460958475,0.429372758,0.270223983,0.460958475,I-MM,I-MF,,Total,2290
19,0.330143003,0.413288272,0.386643944,0.234346724,0.413288272,I-MM,I-MM,,Percentage,56%
20,0.337364326,0.401089307,0.378571388,0.232135772,0.401089307,I-MM,I-MM,,,
21,0.17009799,0.193047006,0.193648342,0.107282749,0.193648342,I-SE,I-MM,,,
22,0.17009799,0.193047006,0.193648342,0.107282749,0.193648342,I-SE,I-MM,,,
23,0.337364326,0.401089307,0.378571388,0.232135772,0.401089307,I-MM,I-MM,,,
24,0.330143003,0.413288272,0.386643944,0.234346724,0.413288272,I-MM,I-MM,,,
25,0.3884717,0.422997715,0.398254297,0.261669268,0.422997715,I-MM,I-SE,,,
26,0.313335733,0.32366613,0.308657513,0.205829637,0.32366613,I-MM,I-SE,,,
27,0.139271296,0.156931442,0.15110017,0.087856949,0.156931442,I-MM,I-SE,,,
28,0.139271296,0.156931442,0.15110017,0.087856949,0.156931442,I-MM,I-SE,,,
29,0.313335733,0.32366613,0.308657513,0.205829637,0.32366613,I-MM,I-SE,,,
30,0.3884717,0.422997715,0.398254297,0.261669268,0.422997715,I-MM,I-SE,,,
31,0.361006696,0.388971418,0.3258834,0.182943698,0.388971418,I-MM,I-MM,,,
32,0.356632997,0.335609526,0.308103437,0.169908747,0.356632997,I-MF,I-MM,,,
33,0.332276566,0.348724778,0.339274449,0.191643649,0.348724778,I-MM,I-MM,,,
34,0.332276566,0.348724778,0.339274449,0.191643649,0.348724778,I-MM,I-MM,,,
35,0.356632997,0.335609526,0.308103437,0.169908747,0.356632997,I-MF,I-SE,,,
36,0.361006696,0.388971418,0.3258834,0.182943698,0.388971418,I-MM,I-MM,,,
37,0.523290075,0.542860126,0.47471595,0.280638899,0.542860126,I-MM,I-MF,,,
38,0.570248725,0.53485466,0.486112166,0.292747969,0.570248725,I-MF,I-MF,,,
39,0.394650342,0.394443738,0.376315354,0.220559135,0.394650342,I-MF,I-MF,,,
40,0.394650342,0.394443738,0.376315354,0.220559135,0.394650342,I-MF,I-MF,,,
41,0.570248725,0.53485466,0.486112166,0.292747969,0.570248725,I-MF,I-MF,,,
42,0.523290075,0.542860126,0.47471595,0.280638899,0.542860126,I-MM,I-MF,,,
43,0.109509426,0.122485575,0.115874167,0.067938657,0.122485575,I-MM,I-MM,,,
44,0.175138146,0.1394831,0.112807663,0.061681573,0.175138146,I-MF,I-MM,,,
45,0.053371377,0.052817905,0.04499166,0.019310596,0.053371377,I-MF,I-MM,,,
46,0.053371377,0.052817905,0.04499166,0.019310596,0.053371377,I-MF,I-MM,,,
47,0.175138146,0.1394831,0.112807663,0.061681573,0.175138146,I-MF,I-MM,,,
48,0.109509426,0.122485575,0.115874167,0.067938657,0.122485575,I-MM,I-MM,,,
49,0.278691888,0.26604328,0.246931233,0.144874469,0.278691888,I-MF,I-SE,,,
50,0.15535251,0.141136054,0.126729253,0.087370268,0.15535251,I-MF,I-NE,,,
51,0.27304803,0.260749176,0.238894588,0.127005172,0.27304803,I-MF,I-SE,,,
52,0.27304803,0.260749176,0.238894588,0.127005172,0.27304803,I-MF,I-SE,,,
53,0.15535251,0.141136054,0.126729253,0.087370268,0.15535251,I-MF,I-NE,,,
54,0.278691888,0.26604328,0.246931233,0.144874469,0.278691888,I-MF,I-SE,,,
55,0.313084553,0.349939387,0.333684979,0.204356499,0.349939387,I-MM,I-SE,,,
56,0.330318643,0.356310633,0.335236717,0.199885525,0.356310633,I-MM,I-MM,,,
57,0.24230347,0.259299838,0.252264531,0.136396477,0.259299838,I-MM,I-MM,,,
58,0.24230347,0.259299838,0.252264531,0.136396477,0.259299838,I-MM,I-MM,,,
59,0.330318643,0.356310633,0.335236717,0.199885525,0.356310633,I-MM,I-MM,,,
60,0.313084553,0.349939387,0.333684979,0.204356499,0.349939387,I-MM,I-MM,,,
61,0.341963439,0.423152797,0.394086034,0.240723654,0.423152797,I-MM,I-MM,,,
62,0.293020833,0.366483053,0.36006054,0.229773585,0.366483053,I-MM,I-MM,,,
63,0.164913159,0.153196805,0.122401933,0.053061336,0.164913159,I-MF,I-MM,,,
64,0.164913159,0.153196805,0.122401933,0.053061336,0.164913159,I-MF,I-MM,,,
65,0.293020833,0.366483053,0.36006054,0.229773585,0.366483053,I-MM,I-MM,,,
