no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected,,Overall,
1,0.772049509,0.777993026,0.769172026,0.611657065,0.777993026,I-MM,I-MF,,Correct,8935
2,0.718917836,0.743990055,0.736170675,0.596540719,0.743990055,I-MM,I-MM,,Total,19069
3,0.549726674,0.600725223,0.609061991,0.511038105,0.609061991,I-SE,I-MM,,Percentage,47%
4,0.549726674,0.600725223,0.609061991,0.511038105,0.609061991,I-SE,I-MM,,IMF,
5,0.718917836,0.743990055,0.736170675,0.596540719,0.743990055,I-MM,I-MF,,Correct,4627
6,0.772049509,0.777993026,0.769172026,0.611657065,0.777993026,I-MM,I-MM,,Total,7170
7,0.829140458,0.831068414,0.827763225,0.657994748,0.831068414,I-MM,I-SE,,Percentage,65%
8,0.733078271,0.760982771,0.783668124,0.795703302,0.795703302,I-NE,I-MM,,IMM,
9,0.709790918,0.729503832,0.747404026,0.727287154,0.747404026,I-SE,I-MM,,Correct,1612
10,0.709790918,0.729503832,0.747404026,0.727287154,0.747404026,I-SE,I-SE,,Total,5529
11,0.733078271,0.760982771,0.783668124,0.795703302,0.795703302,I-NE,I-MM,,Percentage,29%
12,0.829140458,0.831068414,0.827763225,0.657994748,0.831068414,I-MM,I-SE,,ISE,
13,0.892724457,0.906515956,0.902770456,0.734993157,0.906515956,I-MM,I-MF,,Correct,1574
14,0.893082931,0.897085226,0.89186036,0.719213972,0.897085226,I-MM,I-MF,,Total,4080
15,0.746340008,0.773376347,0.783003179,0.666836333,0.783003179,I-SE,I-SE,,Percentage,39%
16,0.746340008,0.773376347,0.783003179,0.666836333,0.783003179,I-SE,I-SE,,INE,
17,0.893082931,0.897085226,0.89186036,0.719213972,0.897085226,I-MM,I-MF,,Correct,1122
18,0.892724457,0.906515956,0.902770456,0.734993157,0.906515956,I-MM,I-MF,,Total,2290
19,0.643632414,0.665371363,0.659264844,0.516585914,0.665371363,I-MM,I-MM,,Percentage,49%
20,0.629555766,0.65339692,0.642316405,0.50613098,0.65339692,I-MM,I-MM,,,
21,0.629132964,0.669617045,0.669578215,0.545355463,0.669617045,I-MM,I-MM,,,
22,0.629132964,0.669617045,0.669578215,0.545355463,0.669617045,I-MM,I-MM,,,
23,0.629555766,0.65339692,0.642316405,0.50613098,0.65339692,I-MM,I-MM,,,
24,0.643632414,0.665371363,0.659264844,0.516585914,0.665371363,I-MM,I-MM,,,
25,0.873277756,0.891716587,0.887082423,0.742631241,0.891716587,I-MM,I-SE,,,
26,0.764259851,0.790639102,0.777347819,0.594130272,0.790639102,I-MM,I-SE,,,
27,0.589442446,0.621974722,0.62647191,0.50893969,0.62647191,I-SE,I-SE,,,
28,0.589442446,0.621974722,0.62647191,0.50893969,0.62647191,I-SE,I-SE,,,
29,0.764259851,0.790639102,0.777347819,0.594130272,0.790639102,I-MM,I-SE,,,
30,0.873277756,0.891716587,0.887082423,0.742631241,0.891716587,I-MM,I-SE,,,
31,0.860153504,0.839599407,0.819864931,0.637503302,0.860153504,I-MF,I-MM,,,
32,0.878693211,0.849936215,0.833176729,0.64736126,0.878693211,I-MF,I-MM,,,
33,0.853640273,0.861505381,0.869518602,0.773030013,0.869518602,I-SE,I-MM,,,
34,0.853640273,0.861505381,0.869518602,0.773030013,0.869518602,I-SE,I-MM,,,
35,0.878693211,0.849936215,0.833176729,0.64736126,0.878693211,I-MF,I-SE,,,
36,0.860153504,0.839599407,0.819864931,0.637503302,0.860153504,I-MF,I-MM,,,
37,0.897985439,0.887506237,0.869536787,0.698104518,0.897985439,I-MF,I-MF,,,
38,0.911730089,0.893884621,0.884828561,0.737189568,0.911730089,I-MF,I-MF,,,
39,0.889315994,0.892334804,0.890615362,0.734827951,0.892334804,I-MM,I-MF,,,
40,0.889315994,0.892334804,0.890615362,0.734827951,0.892334804,I-MM,I-MF,,,
41,0.911730089,0.893884621,0.884828561,0.737189568,0.911730089,I-MF,I-MF,,,
42,0.897985439,0.887506237,0.869536787,0.698104518,0.897985439,I-MF,I-MF,,,
43,0.762608328,0.759246212,0.76454624,0.70602158,0.76454624,I-SE,I-MM,,,
44,0.742431083,0.747812277,0.734809245,0.575931929,0.747812277,I-MM,I-MM,,,
45,0.598626325,0.627548696,0.625469865,0.486925284,0.627548696,I-MM,I-MM,,,
46,0.598626325,0.627548696,0.625469865,0.486925284,0.627548696,I-MM,I-MM,,,
47,0.742431083,0.747812277,0.734809245,0.575931929,0.747812277,I-MM,I-MM,,,
48,0.762608328,0.759246212,0.76454624,0.70602158,0.76454624,I-SE,I-MM,,,
49,0.817529436,0.787084348,0.779000827,0.653878502,0.817529436,I-MF,I-SE,,,
