no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected,,Overall,
1,0.726252477,0.731784786,0.723857037,0.572158463,0.731784786,I-MM,I-MF,,Correct,9002
2,0.678293596,0.703645183,0.695646957,0.560073124,0.703645183,I-MM,I-MM,,Total,19069
3,0.526442597,0.576323023,0.584696497,0.48776804,0.584696497,I-SE,I-MM,,Percentage,47%
4,0.526442597,0.576323023,0.584696497,0.48776804,0.584696497,I-SE,I-MM,,IMF,
5,0.678293596,0.703645183,0.695646957,0.560073124,0.703645183,I-MM,I-MF,,Correct,4629
6,0.726252477,0.731784786,0.723857037,0.572158463,0.731784786,I-MM,I-MM,,Total,7170
7,0.786114742,0.787190758,0.784854528,0.620398454,0.787190758,I-MM,I-SE,,Percentage,65%
8,0.691413829,0.718599329,0.740524199,0.748721529,0.748721529,I-NE,I-MM,,IMM,
9,0.657720126,0.676525471,0.693806797,0.672183414,0.693806797,I-SE,I-MM,,Correct,1619
10,0.657720126,0.676525471,0.693806797,0.672183414,0.693806797,I-SE,I-SE,,Total,5529
11,0.691413829,0.718599329,0.740524199,0.748721529,0.748721529,I-NE,I-MM,,Percentage,29%
12,0.786114742,0.787190758,0.784854528,0.620398454,0.787190758,I-MM,I-SE,,ISE,
13,0.865631452,0.87914832,0.875256316,0.708290841,0.87914832,I-MM,I-MF,,Correct,1641
14,0.874198866,0.877153538,0.871914555,0.698574031,0.877153538,I-MM,I-MF,,Total,4080
15,0.702459795,0.727731889,0.737367018,0.624701726,0.737367018,I-SE,I-SE,,Percentage,40%
16,0.702459795,0.727731889,0.737367018,0.624701726,0.737367018,I-SE,I-SE,,INE,
17,0.874198866,0.877153538,0.871914555,0.698574031,0.877153538,I-MM,I-MF,,Correct,1113
18,0.865631452,0.87914832,0.875256316,0.708290841,0.87914832,I-MM,I-MF,,Total,2290
19,0.604729082,0.625921942,0.620129002,0.483661561,0.625921942,I-MM,I-MM,,Percentage,49%
20,0.589523136,0.614498941,0.602780829,0.47139673,0.614498941,I-MM,I-MM,,,
21,0.592841184,0.631499559,0.631863733,0.511544357,0.631863733,I-SE,I-MM,,,
22,0.592841184,0.631499559,0.631863733,0.511544357,0.631863733,I-SE,I-MM,,,
23,0.589523136,0.614498941,0.602780829,0.47139673,0.614498941,I-MM,I-MM,,,
24,0.604729082,0.625921942,0.620129002,0.483661561,0.625921942,I-MM,I-MM,,,
