no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected,,Overall,
1,0.388618958,0.424256769,0.385400369,0.234420049,0.424256769,I-MM,I-MF,,Correct,9703
2,0.455741819,0.508761724,0.46623534,0.282369069,0.508761724,I-MM,I-MM,,Total,19069
3,0.188476392,0.176463747,0.148362947,0.065254467,0.188476392,I-MF,I-MM,,Percentage,51%
4,0.188476392,0.176463747,0.148362947,0.065254467,0.188476392,I-MF,I-MM,,IMF,
5,0.455741819,0.508761724,0.46623534,0.282369069,0.508761724,I-MM,I-MF,,Correct,4808
6,0.388618958,0.424256769,0.385400369,0.234420049,0.424256769,I-MM,I-MM,,Total,7170
7,0.218475416,0.226153093,0.208587125,0.109323231,0.226153093,I-MM,I-SE,,Percentage,67%
8,0.356244701,0.427407438,0.396612807,0.248868636,0.427407438,I-MM,I-MM,,IMM,
9,0.308789994,0.330973089,0.312879297,0.189300512,0.330973089,I-MM,I-MM,,Correct,2574
10,0.308789994,0.330973089,0.312879297,0.189300512,0.330973089,I-MM,I-SE,,Total,5529
11,0.356244701,0.427407438,0.396612807,0.248868636,0.427407438,I-MM,I-MM,,Percentage,47%
12,0.218475416,0.226153093,0.208587125,0.109323231,0.226153093,I-MM,I-SE,,ISE,
13,0.492567036,0.513389563,0.477930388,0.301702588,0.513389563,I-MM,I-MF,,Correct,1047
14,0.517015865,0.492272758,0.442955694,0.277687166,0.517015865,I-MF,I-MF,,Total,4080
15,0.162352739,0.150451967,0.143632342,0.094841137,0.162352739,I-MF,I-SE,,Percentage,26%
16,0.162352739,0.150451967,0.143632342,0.094841137,0.162352739,I-MF,I-SE,,INE,
17,0.517015865,0.492272758,0.442955694,0.277687166,0.517015865,I-MF,I-MF,,Correct,1274
18,0.492567036,0.513389563,0.477930388,0.301702588,0.513389563,I-MM,I-MF,,Total,2290
19,0.367414519,0.459916572,0.430751802,0.262147735,0.459916572,I-MM,I-MM,,Percentage,56%
20,0.366476305,0.435521748,0.411404411,0.253242879,0.435521748,I-MM,I-MM,,,
21,0.189954374,0.215699405,0.216377559,0.120245081,0.216377559,I-SE,I-MM,,,
22,0.189954374,0.215699405,0.216377559,0.120245081,0.216377559,I-SE,I-MM,,,
23,0.366476305,0.435521748,0.411404411,0.253242879,0.435521748,I-MM,I-MM,,,
24,0.367414519,0.459916572,0.430751802,0.262147735,0.459916572,I-MM,I-MM,,,
25,0.426972114,0.465300184,0.437598409,0.28868939,0.465300184,I-MM,I-SE,,,
26,0.353345834,0.365430524,0.347935015,0.232973148,0.365430524,I-MM,I-SE,,,
27,0.153406189,0.17307427,0.166290673,0.097128055,0.17307427,I-MM,I-SE,,,
28,0.153406189,0.17307427,0.166290673,0.097128055,0.17307427,I-MM,I-SE,,,
29,0.353345834,0.365430524,0.347935015,0.232973148,0.365430524,I-MM,I-SE,,,
30,0.426972114,0.465300184,0.437598409,0.28868939,0.465300184,I-MM,I-SE,,,
31,0.396943082,0.427368239,0.35931039,0.202522084,0.427368239,I-MM,I-MM,,,
32,0.391915672,0.368983127,0.338615741,0.187511618,0.391915672,I-MF,I-MM,,,
33,0.366390068,0.384791113,0.374459901,0.212165343,0.384791113,I-MM,I-MM,,,
34,0.366390068,0.384791113,0.374459901,0.212165343,0.384791113,I-MM,I-MM,,,
35,0.391915672,0.368983127,0.338615741,0.187511618,0.391915672,I-MF,I-SE,,,
36,0.396943082,0.427368239,0.35931039,0.202522084,0.427368239,I-MM,I-MM,,,
37,0.562278826,0.583994355,0.510828897,0.30307215,0.583994355,I-MM,I-MF,,,
38,0.609716023,0.572542843,0.520152513,0.314286844,0.609716023,I-MF,I-MF,,,
39,0.42899388,0.429391521,0.409509733,0.240766428,0.429391521,I-MM,I-MF,,,
40,0.42899388,0.429391521,0.409509733,0.240766428,0.429391521,I-MM,I-MF,,,
