no, testId,topic, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected
1,2425634,CITY_TOWN,0.2419389155727905,0.15653793850142553,0.20551552352058458,0.04058365331549199,0.2419389155727905,N-MF,N-NE
2,2425634,WEATHER,0.440997925951531,0.4972339887949107,0.26306541311765186,0.09613891717828865,0.4972339887949107,N-MM,N-MM
3,2425634,FAMILY,0.2688238254131903,0.48164138866745804,0.23440198683294267,0.15755133181337166,0.48164138866745804,N-MM,N-MM
4,2178300,CITY_TOWN,0.2683241118025508,0.23856209742435702,0.24521171244190146,0.14505777686392557,0.2683241118025508,N-MF,N-MF
5,2178300,WEATHER,0.5160303184530812,0.3797662320429697,0.43248408882595524,0.17755028182474297,0.5160303184530812,N-MF,N-MF
6,2178300,FAMILY,0.5939253584060804,0.46441890310339184,0.4859186306241867,0.1551098869737041,0.5939253584060804,N-MF,N-MF
7,2186102,CELEBRATIONS,0.1456138784138606,0.16758874250955852,0.09328133048438422,0.012344916025782367,0.16758874250955852,N-MM,N-MM
8,2186102,CITY_TOWN,0.33173006846671543,0.40713187819414,0.3103767980559598,0.2142176964628983,0.40713187819414,N-MM,N-MM
9,2186102,WEATHER,0.2065480630342053,0.14691916825693968,0.19987457990469243,0.02922986069482586,0.2065480630342053,N-MF,N-SE
10,2277106,CELEBRATIONS,0.6598159503796405,0.5548126512886868,0.4907648924773055,0.2284511758975582,0.6598159503796405,N-MF,N-MF
11,2277106,CITY_TOWN,0.5527924222865831,0.4501790061302308,0.42991052865132046,0.33874112682031576,0.5527924222865831,N-MF,N-MF
12,2277106,WEATHER,0.4571288385006384,0.4266243378315443,0.35501937996288435,0.15947720865245665,0.4571288385006384,N-MF,N-MF
13,2030188,CITY_TOWN,0.5010924360163104,0.3446242118233697,0.2960522971581976,0.10414403377186301,0.5010924360163104,N-MF,N-MF
14,2030188,WEATHER,0.5496280242161586,0.42660683816602807,0.35718463702297026,0.15400633528890256,0.5496280242161586,N-MF,N-MF
