no, testId,topic, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected
1,1359190,Summer Break,0.5490495892798086,0.5425290551883516,0.5460512448527272,0.5458064799576017,0.5490495892798086,A-MF,A-SE
2,1359190,Self Recommnedation,0.5868375195766572,0.5822419537029535,0.5786851500762102,0.5635321117088252,0.5868375195766572,A-MF,A-SE
3,1359190,Social media,0.21842829210997333,0.21607736818156498,0.21811213080339165,0.22354444667107085,0.22354444667107085,A-NE,A-NE
4,1378289,Summer Break,0.7647148262674004,0.7680235030710076,0.7666955842291018,0.7340118921361023,0.7680235030710076,A-MM,A-MM
5,1378289,Self Recommnedation,0.8183649871175306,0.8233522141107272,0.8228124197330825,0.7932798855144229,0.8233522141107272,A-MM,A-MM
6,1378289,Social media,0.7441541476254461,0.7488314422759282,0.7542887627194891,0.7366482851328945,0.7542887627194891,A-SE,A-SE
7,1424039,Summer Break,0.23621135113948816,0.2332271823990861,0.2318859499512494,0.23129054606123828,0.23621135113948816,A-MF,A-NE
8,1424039,Self Recommnedation,0.5219486562838973,0.5182274564824974,0.5110694669652754,0.476022640580882,0.5219486562838973,A-MF,A-NE
9,1424039,Social media,0.5100993117806856,0.5088306522375027,0.5068556674744025,0.5108705603092436,0.5108705603092436,A-NE,A-NE
10,1561494,Summer Break,0.8304593942162886,0.8311068631899856,0.8291003859795973,0.8082193700330172,0.8311068631899856,A-MM,A-MF
11,1561494,Self Recommnedation,0.844087808666854,0.8403177848873828,0.8354043101936052,0.8138473856626821,0.844087808666854,A-MF,A-MF
12,1561494,Social media,0.8301826660676298,0.8260881323637181,0.8256272074172628,0.8038614103420354,0.8301826660676298,A-MF,A-MF
13,1632557,Summer Break,0.8473019146057454,0.8448044007927994,0.8438783691552019,0.8238151250075618,0.8473019146057454,A-MF,A-MF
14,1632557,Self Recommnedation,0.7779328335540926,0.7714981044005843,0.7729772438931174,0.7656309039246476,0.7779328335540926,A-MF,A-MF
15,1632557,Social media,0.738088404620778,0.728824480505852,0.7300906694771473,0.7304378263337254,0.738088404620778,A-MF,A-SE
16,1702681,Summer Break,0.0,0.0,0.0,0.0,0.0,A-MF,A-NE
17,1702681,Self Recommnedation,0.0,0.0,0.0,0.0,0.0,A-MF,A-NE
18,1702681,Social media,0.12622819968519228,0.12869484613405843,0.13720755801113055,0.16555049214272163,0.16555049214272163,A-NE,A-NE
19,1782928,Summer Break,0.7288988831508882,0.7208933550448238,0.7215634916103529,0.7153785643239781,0.7288988831508882,A-MF,A-MF
20,1782928,Self Recommnedation,0.7434778932395424,0.7331609707238549,0.7302384732073202,0.7414314224314039,0.7434778932395424,A-MF,A-MF
