no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected,,Overall,
1,0.349135173,0.355498695,0.349696568,0.24269019,0.355498695,I-MM,I-MF,,Correct,9538
2,0.3304769,0.355631425,0.349202247,0.255999632,0.355631425,I-MM,I-MM,,Total,19069
3,0.299753829,0.338354747,0.336513253,0.251134345,0.338354747,I-MM,I-MM,,Percentage,50%
4,0.299753829,0.338354747,0.336513253,0.251134345,0.338354747,I-MM,I-MM,,IMF,
5,0.3304769,0.355631425,0.349202247,0.255999632,0.355631425,I-MM,I-MF,,Correct,5163
6,0.349135173,0.355498695,0.349696568,0.24269019,0.355498695,I-MM,I-MM,,Total,7170
7,0.3575062,0.350334193,0.349466264,0.253590011,0.3575062,I-MF,I-SE,,Percentage,72%
8,0.332613288,0.35505074,0.37325454,0.412437021,0.412437021,I-NE,I-MM,,IMM,
9,0.292910391,0.30515035,0.319871418,0.32045854,0.32045854,I-NE,I-MM,,Correct,1754
10,0.292910391,0.30515035,0.319871418,0.32045854,0.32045854,I-NE,I-SE,,Total,5529
11,0.332613288,0.35505074,0.37325454,0.412437021,0.412437021,I-NE,I-MM,,Percentage,32%
12,0.3575062,0.350334193,0.349466264,0.253590011,0.3575062,I-MF,I-SE,,ISE,
13,0.554245487,0.558178497,0.552558092,0.415039843,0.558178497,I-MM,I-MF,,Correct,1710
14,0.587050795,0.578331599,0.572342967,0.428747705,0.587050795,I-MF,I-MF,,Total,4080
15,0.366402647,0.376057213,0.384250864,0.318865662,0.384250864,I-SE,I-SE,,Percentage,42%
16,0.366402647,0.376057213,0.384250864,0.318865662,0.384250864,I-SE,I-SE,,INE,
17,0.587050795,0.578331599,0.572342967,0.428747705,0.587050795,I-MF,I-MF,,Correct,911
18,0.554245487,0.558178497,0.552558092,0.415039843,0.558178497,I-MM,I-MF,,Total,2290
19,0.277422037,0.291256181,0.281869785,0.199219817,0.291256181,I-MM,I-MM,,Percentage,40%
20,0.343102235,0.37549519,0.359324185,0.250304392,0.37549519,I-MM,I-MM,,,
21,0.293402158,0.315532742,0.31272521,0.228567422,0.315532742,I-MM,I-MM,,,
22,0.293402158,0.315532742,0.31272521,0.228567422,0.315532742,I-MM,I-MM,,,
23,0.343102235,0.37549519,0.359324185,0.250304392,0.37549519,I-MM,I-MM,,,
24,0.277422037,0.291256181,0.281869785,0.199219817,0.291256181,I-MM,I-MM,,,
25,0.537948976,0.564752474,0.556104328,0.423512576,0.564752474,I-MM,I-SE,,,
26,0.347814127,0.368910267,0.361450012,0.24620536,0.368910267,I-MM,I-SE,,,
27,0.270286662,0.296612325,0.30309037,0.219134195,0.30309037,I-SE,I-SE,,,
28,0.270286662,0.296612325,0.30309037,0.219134195,0.30309037,I-SE,I-SE,,,
29,0.347814127,0.368910267,0.361450012,0.24620536,0.368910267,I-MM,I-SE,,,
30,0.537948976,0.564752474,0.556104328,0.423512576,0.564752474,I-MM,I-SE,,,
31,0.537181655,0.519255864,0.498049256,0.352518705,0.537181655,I-MF,I-MM,,,
32,0.537475825,0.506701062,0.494812462,0.349506322,0.537475825,I-MF,I-MM,,,
33,0.451267313,0.459724663,0.469526987,0.399635517,0.469526987,I-SE,I-MM,,,
34,0.451267313,0.459724663,0.469526987,0.399635517,0.469526987,I-SE,I-MM,,,
35,0.537475825,0.506701062,0.494812462,0.349506322,0.537475825,I-MF,I-SE,,,
36,0.537181655,0.519255864,0.498049256,0.352518705,0.537181655,I-MF,I-MM,,,
37,0.595243935,0.584675095,0.563157077,0.406782242,0.595243935,I-MF,I-MF,,,
38,0.643349122,0.625049041,0.613105527,0.459836956,0.643349122,I-MF,I-MF,,,
39,0.545526902,0.544283479,0.53826004,0.413826659,0.545526902,I-MF,I-MF,,,
40,0.545526902,0.544283479,0.53826004,0.413826659,0.545526902,I-MF,I-MF,,,
41,0.643349122,0.625049041,0.613105527,0.459836956,0.643349122,I-MF,I-MF,,,
42,0.595243935,0.584675095,0.563157077,0.406782242,0.595243935,I-MF,I-MF,,,
43,0.338029556,0.333630768,0.334933924,0.297918077,0.338029556,I-MF,I-MM,,,
44,0.303288003,0.299997322,0.293265256,0.214146284,0.303288003,I-MF,I-MM,,,
45,0.255428502,0.269161919,0.263470938,0.179429736,0.269161919,I-MM,I-MM,,,
46,0.255428502,0.269161919,0.263470938,0.179429736,0.269161919,I-MM,I-MM,,,
47,0.303288003,0.299997322,0.293265256,0.214146284,0.303288003,I-MF,I-MM,,,
48,0.338029556,0.333630768,0.334933924,0.297918077,0.338029556,I-MF,I-MM,,,
49,0.412898309,0.394534141,0.397102825,0.318827259,0.412898309,I-MF,I-SE,,,
50,0.245115408,0.23558264,0.230753214,0.182133362,0.245115408,I-MF,I-NE,,,
51,0.316632259,0.31875256,0.31569945,0.251887275,0.31875256,I-MM,I-SE,,,
52,0.316632259,0.31875256,0.31569945,0.251887275,0.31875256,I-MM,I-SE,,,
53,0.245115408,0.23558264,0.230753214,0.182133362,0.245115408,I-MF,I-NE,,,
54,0.412898309,0.394534141,0.397102825,0.318827259,0.412898309,I-MF,I-SE,,,
55,0.541891911,0.537800007,0.515446336,0.356134882,0.541891911,I-MF,I-SE,,,
56,0.43562806,0.44430178,0.441510511,0.325975899,0.44430178,I-MM,I-MM,,,
57,0.331793643,0.345129679,0.349545841,0.283166796,0.349545841,I-SE,I-MM,,,
58,0.331793643,0.345129679,0.349545841,0.283166796,0.349545841,I-SE,I-MM,,,
59,0.43562806,0.44430178,0.441510511,0.325975899,0.44430178,I-MM,I-MM,,,
60,0.541891911,0.537800007,0.515446336,0.356134882,0.541891911,I-MF,I-MM,,,
61,0.348646512,0.370631536,0.372913852,0.293055025,0.372913852,I-SE,I-MM,,,
62,0.400368958,0.429249835,0.445264818,0.373267808,0.445264818,I-SE,I-MM,,,
63,0.204675122,0.235569845,0.250737104,0.243458315,0.250737104,I-SE,I-MM,,,
64,0.204675122,0.235569845,0.250737104,0.243458315,0.250737104,I-SE,I-MM,,,
65,0.400368958,0.429249835,0.445264818,0.373267808,0.445264818,I-SE,I-MM,,,
66,0.348646512,0.370631536,0.372913852,0.293055025,0.372913852,I-SE,I-MM,,,
67,0.587043449,0.608625016,0.609385871,0.517210883,0.609385871,I-SE,I-MF,,,
68,0.50571704,0.524646701,0.517601794,0.435880621,0.524646701,I-MM,I-MF,,,
69,0.393464532,0.414145648,0.420298534,0.328587146,0.420298534,I-SE,I-MF,,,
70,0.393464532,0.414145648,0.420298534,0.328587146,0.420298534,I-SE,I-MF,,,
71,0.50571704,0.524646701,0.517601794,0.435880621,0.524646701,I-MM,I-MF,,,
72,0.587043449,0.608625016,0.609385871,0.517210883,0.609385871,I-SE,I-MF,,,
73,0.38480665,0.411638279,0.418092901,0.367721288,0.418092901,I-SE,I-MM,,,
74,0.38302501,0.421100432,0.423910835,0.331235068,0.423910835,I-SE,I-MM,,,
75,0.321443037,0.341307519,0.347570089,0.282616401,0.347570089,I-SE,I-MM,,,
76,0.321443037,0.341307519,0.347570089,0.282616401,0.347570089,I-SE,I-MM,,,
77,0.38302501,0.421100432,0.423910835,0.331235068,0.423910835,I-SE,I-MM,,,
78,0.38480665,0.411638279,0.418092901,0.367721288,0.418092901,I-SE,I-MM,,,
79,0.467465067,0.457366763,0.450549257,0.319264709,0.467465067,I-MF,I-MF,,,
80,0.636511682,0.605701772,0.600736863,0.455016657,0.636511682,I-MF,I-MF,,,
81,0.542469324,0.533475412,0.526803924,0.378786873,0.542469324,I-MF,I-MF,,,
82,0.542469324,0.533475412,0.526803924,0.378786873,0.542469324,I-MF,I-MF,,,
83,0.636511682,0.605701772,0.600736863,0.455016657,0.636511682,I-MF,I-MF,,,
84,0.467465067,0.457366763,0.450549257,0.319264709,0.467465067,I-MF,I-MF,,,
85,0.325539858,0.30283317,0.296879686,0.226319563,0.325539858,I-MF,I-SE,,,
86,0.281615894,0.292190431,0.301368382,0.243355691,0.301368382,I-SE,I-SE,,,
87,0.314383755,0.336219809,0.336396253,0.275085764,0.336396253,I-SE,I-SE,,,
88,0.314383755,0.336219809,0.336396253,0.275085764,0.336396253,I-SE,I-SE,,,
89,0.281615894,0.292190431,0.301368382,0.243355691,0.301368382,I-SE,I-SE,,,
90,0.325539858,0.30283317,0.296879686,0.226319563,0.325539858,I-MF,I-SE,,,
91,0.26458628,0.278888147,0.298782708,0.30837627,0.30837627,I-NE,I-SE,,,
92,0.293234548,0.285668025,0.269954464,0.191636939,0.293234548,I-MF,I-NE,,,
93,0.242315909,0.249647768,0.247032987,0.179602255,0.249647768,I-MM,I-NE,,,
94,0.242315909,0.249647768,0.247032987,0.179602255,0.249647768,I-MM,I-NE,,,
95,0.293234548,0.285668025,0.269954464,0.191636939,0.293234548,I-MF,I-NE,,,
96,0.26458628,0.278888147,0.298782708,0.30837627,0.30837627,I-NE,I-NE,,,
97,0.160379213,0.176652728,0.200652234,0.228313926,0.228313926,I-NE,I-SE,,,
98,0.33944445,0.330074731,0.329478294,0.243433527,0.33944445,I-MF,I-SE,,,
99,0.28122297,0.305331047,0.327819858,0.326632195,0.327819858,I-SE,I-SE,,,
100,0.28122297,0.305331047,0.327819858,0.326632195,0.327819858,I-SE,I-SE,,,
101,0.33944445,0.330074731,0.329478294,0.243433527,0.33944445,I-MF,I-SE,,,
102,0.160379213,0.176652728,0.200652234,0.228313926,0.228313926,I-NE,I-SE,,,
103,0.254658947,0.272787316,0.291384781,0.280504659,0.291384781,I-SE,I-SE,,,
104,0.44259299,0.44987742,0.433227607,0.283406931,0.44987742,I-MM,I-SE,,,
105,0.222156497,0.235282405,0.24197858,0.182340178,0.24197858,I-SE,I-MM,,,
106,0.222156497,0.235282405,0.24197858,0.182340178,0.24197858,I-SE,I-SE,,,
107,0.44259299,0.44987742,0.433227607,0.283406931,0.44987742,I-MM,I-SE,,,
108,0.254658947,0.272787316,0.291384781,0.280504659,0.291384781,I-SE,I-SE,,,
109,0.237025301,0.262468666,0.263337238,0.181173499,0.263337238,I-SE,I-SE,,,
110,0.26308832,0.271094209,0.271208199,0.198082801,0.271208199,I-SE,I-SE,,,
111,0.177900193,0.187729366,0.193387676,0.16007613,0.193387676,I-SE,I-MM,,,
