no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected,,Overall,
1,0.092668485,0.112282276,0.102649289,0.058859105,0.112282276,I-MM,I-MF,,Correct,12633
2,0.117107188,0.138583809,0.125831243,0.07126601,0.138583809,I-MM,I-MM,,Total,19069
3,0.072062627,0.089561025,0.077987449,0.030539374,0.089561025,I-MM,I-MM,,Percentage,66%
4,0.072062627,0.089561025,0.077987449,0.030539374,0.089561025,I-MM,I-MM,,IMF,
5,0.117107188,0.138583809,0.125831243,0.07126601,0.138583809,I-MM,I-MF,,Correct,5493
6,0.092668485,0.112282276,0.102649289,0.058859105,0.112282276,I-MM,I-MM,,Total,7170
7,0.057664017,0.064535264,0.069043689,0.030650878,0.069043689,I-SE,I-SE,,Percentage,77%
8,0.083981567,0.108957482,0.096125436,0.061460243,0.108957482,I-MM,I-MM,,IMM,
9,0.065706154,0.072712422,0.076100659,0.04444945,0.076100659,I-SE,I-MM,,Correct,3054
10,0.065706154,0.072712422,0.076100659,0.04444945,0.076100659,I-SE,I-SE,,Total,5529
11,0.083981567,0.108957482,0.096125436,0.061460243,0.108957482,I-MM,I-MM,,Percentage,55%
12,0.057664017,0.064535264,0.069043689,0.030650878,0.069043689,I-SE,I-SE,,ISE,
13,0.121551674,0.119461324,0.10900636,0.06671887,0.121551674,I-MF,I-MF,,Correct,2878
14,0.140496454,0.131733566,0.117565136,0.070483831,0.140496454,I-MF,I-MF,,Total,4080
15,0.044539592,0.041429542,0.04721782,0.025821471,0.04721782,I-SE,I-SE,,Percentage,71%
16,0.044539592,0.041429542,0.04721782,0.025821471,0.04721782,I-SE,I-SE,,INE,
17,0.140496454,0.131733566,0.117565136,0.070483831,0.140496454,I-MF,I-MF,,Correct,1208
18,0.121551674,0.119461324,0.10900636,0.06671887,0.121551674,I-MF,I-MF,,Total,2290
19,0.092308288,0.127256164,0.112390874,0.062230542,0.127256164,I-MM,I-MM,,Percentage,53%
20,0.09395997,0.124477464,0.120542056,0.072167242,0.124477464,I-MM,I-MM,,,
21,0.055598312,0.064652598,0.065333804,0.030857173,0.065333804,I-SE,I-MM,,,
