no, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected,,Overall,
1,0.70066873,0.704744557,0.691711765,0.525647251,0.704744557,I-MM,I-MF,,Correct,8686
2,0.642361046,0.669523421,0.663345554,0.540206417,0.669523421,I-MM,I-MM,,Total,19069
3,0.499999243,0.545721595,0.547995771,0.46066274,0.547995771,I-SE,I-MM,,Percentage,46%
4,0.499999243,0.545721595,0.547995771,0.46066274,0.547995771,I-SE,I-MM,,IMF,
5,0.642361046,0.669523421,0.663345554,0.540206417,0.669523421,I-MM,I-MF,,Correct,4814
6,0.70066873,0.704744557,0.691711765,0.525647251,0.704744557,I-MM,I-MM,,Total,7170
7,0.690194224,0.684629941,0.677348915,0.534097678,0.690194224,I-MF,I-SE,,Percentage,67%
8,0.655644447,0.690070361,0.722000571,0.820320857,0.820320857,I-NE,I-MM,,IMM,
9,0.653535602,0.676869428,0.703928022,0.740904159,0.740904159,I-NE,I-MM,,Correct,1575
10,0.653535602,0.676869428,0.703928022,0.740904159,0.740904159,I-NE,I-SE,,Total,5529
11,0.655644447,0.690070361,0.722000571,0.820320857,0.820320857,I-NE,I-MM,,Percentage,28%
12,0.690194224,0.684629941,0.677348915,0.534097678,0.690194224,I-MF,I-SE,,ISE,
13,0.861138617,0.870943408,0.867888436,0.714409363,0.870943408,I-MM,I-MF,,Correct,1308
14,0.861527992,0.8645324,0.858402039,0.702541979,0.8645324,I-MM,I-MF,,Total,4080
15,0.683611761,0.706038665,0.717248016,0.647198802,0.717248016,I-SE,I-SE,,Percentage,32%
16,0.683611761,0.706038665,0.717248016,0.647198802,0.717248016,I-SE,I-SE,,INE,
17,0.861527992,0.8645324,0.858402039,0.702541979,0.8645324,I-MM,I-MF,,Correct,989
18,0.861138617,0.870943408,0.867888436,0.714409363,0.870943408,I-MM,I-MF,,Total,2290
19,0.555094254,0.576347298,0.568099158,0.437543133,0.576347298,I-MM,I-MM,,Percentage,43%
20,0.584871022,0.611009866,0.598098564,0.465505695,0.611009866,I-MM,I-MM,,,
21,0.568979957,0.607702636,0.605118348,0.495588157,0.607702636,I-MM,I-MM,,,
