no, testId,topic, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected
1,2066577,LANGUAGE ARTS,0.0,0.0,0.0,0.07261459794431863,0.07261459794431863,A-NE,A-NE
2,2066577,EDUCATION,0.0,0.0,0.0,0.07261459794431863,0.07261459794431863,A-NE,A-NE
3,2066577,ENVIRONMENT,0.07160045875751392,0.06354728345095456,0.06614852464302107,0.08179115119394598,0.08179115119394598,A-NE,A-NE
4,2076436,LANGUAGE ARTS,0.1096658868625688,0.1060435238888108,0.13508117782729887,0.09991385948961162,0.13508117782729887,A-SE,A-SE
5,2076436,EDUCATION,0.1493066115142397,0.13474063217860588,0.15991270085955064,0.18563250151730884,0.18563250151730884,A-NE,A-NE
6,2076436,ENVIRONMENT,0.12004291255611432,0.10861760721234923,0.12331046345321528,0.1644645401086933,0.1644645401086933,A-NE,A-NE
7,2080410,EDUCATION,0.2700564151331236,0.2215043192240887,0.23401595568870415,0.18864292890633622,0.2700564151331236,A-MF,A-MF
8,2080410,ENVIRONMENT,0.2205086711181194,0.17565277943549132,0.19980557955659053,0.16380939935113273,0.2205086711181194,A-MF,A-MF
9,2080410,LANGUAGE ARTS,0.19098434932505637,0.15981573715181846,0.1631224224900012,0.12165280416432793,0.19098434932505637,A-MF,A-MF
10,2092621,HEALTH,0.014991338613618765,0.019483007815091446,0.020387778041743826,0.03315544260774507,0.03315544260774507,A-NE,A-NE
11,2092621,LANGUAGE ARTS,0.07973442496859662,0.07362356295685789,0.07486654550926207,0.09671050955820278,0.09671050955820278,A-NE,A-NE
12,2092621,POP_CULTURE,0.0586219832210072,0.0529003838277725,0.047317678130211795,0.058469272351303274,0.0586219832210072,A-MF,A-NE
13,2098992,LANGUAGE ARTS,0.1663114977853498,0.1292770053407112,0.1568058621238703,0.12537985505299165,0.1663114977853498,A-MF,A-MF
14,2098992,EDUCATION,0.1341790787979955,0.11401376135311415,0.13224867884295702,0.10884601545482823,0.1341790787979955,A-MF,A-MF
15,2098992,ENVIRONMENT,0.18033926617107562,0.151906828859317,0.1896658951628338,0.15505155795628184,0.1896658951628338,A-SE,A-MF
16,2135972,HEALTH,0.23496231493227054,0.1836428731463695,0.17368699705658566,0.13155481106046957,0.23496231493227054,A-MF,A-MF
17,2135972,LANGUAGE ARTS,0.2273103256459008,0.1726263040871452,0.1654146740874745,0.12317519774557859,0.2273103256459008,A-MF,A-MF
18,2135972,POP_CULTURE,0.21927145997947833,0.1772477733317221,0.17460787266561878,0.13261328670575667,0.21927145997947833,A-MF,A-MF
19,2188317,EDUCATION,0.1605617743366281,0.16039582162196628,0.19536791347218163,0.28718738963589613,0.28718738963589613,A-NE,A-NE
20,2188317,LANGUAGE ARTS,0.11914278211824841,0.1230492495599057,0.14973312848236559,0.2400354243809641,0.2400354243809641,A-NE,A-NE
21,2188317,ENVIRONMENT,0.10393203362832987,0.10254450297614223,0.13063321795805855,0.19047492280117279,0.19047492280117279,A-NE,A-NE
22,2189330,EDUCATION,0.0,0.0,0.0,0.07261459794431863,0.07261459794431863,A-NE,A-NE
23,2189330,ENVIRONMENT,0.0,0.0,0.0,0.07261459794431863,0.07261459794431863,A-NE,A-NE
24,2189330,LANGUAGE ARTS,0.10636854122457674,0.10447736979207864,0.13067925830851018,0.08769318701841027,0.13067925830851018,A-SE,A-SE
25,2263435,LANGUAGE ARTS,0.2223080502350025,0.18366123074743307,0.18352443426008885,0.13736516320795142,0.2223080502350025,A-MF,A-MF
26,2263435,EDUCATION,0.22151612305068394,0.18042961795096116,0.19109852792020735,0.15642851995979748,0.22151612305068394,A-MF,A-MF
27,2263435,ENVIRONMENT,0.1594941272805271,0.12214166597341108,0.1293303821506232,0.0976643574242084,0.1594941272805271,A-MF,A-MF
28,2298055,EDUCATION,0.14171582640403763,0.1659674072815745,0.12967978781508838,0.1003622319799256,0.1659674072815745,A-MM,A-MM
29,2298055,LANGUAGE ARTS,0.14970689809917104,0.18117891823163496,0.142053339532465,0.092377563453337,0.18117891823163496,A-MM,A-MM
30,2298055,ENVIRONMENT,0.1286812168344501,0.14983769026526358,0.1204185770537993,0.09797524151803721,0.14983769026526358,A-MM,A-MM
31,2385743,LANGUAGE ARTS,0.19178858233723584,0.147065318217942,0.1490707879586504,0.11298436098020342,0.19178858233723584,A-MF,A-MF
32,2385743,EDUCATION,0.27036567984438115,0.3117247959980829,0.23965441315058653,0.19043181872052878,0.3117247959980829,A-MM,A-MM
33,2385743,ENVIRONMENT,0.2123613540926419,0.16958675992235855,0.1625838723179133,0.12214329949978983,0.2123613540926419,A-MF,A-MF
34,2042380,LANGUAGE ARTS,0.11326062084571535,0.11347410634268605,0.15070776247980924,0.1043421232526566,0.15070776247980924,A-SE,A-SE
35,2042380,ENVIRONMENT,0.14033655703346978,0.12783480807692074,0.1669181655942258,0.12113975558206416,0.1669181655942258,A-SE,A-SE
36,2042380,EDUCATION,0.1493956487049064,0.13523211149756753,0.16820544441924482,0.13587856017984518,0.16820544441924482,A-SE,A-SE
37,2060989,HEALTH,0.09154120804742419,0.0940737970219174,0.11669405928109797,0.08457320563210055,0.11669405928109797,A-SE,A-SE
