no, testId,topic, distIMF, distIMM, distISE, distINE, maxSim, predicted, expected
1,2498334,LANGUAGE ARTS,0.36693507303822515,0.1415834861330661,0.1767044493733232,0.1142543833220173,0.36693507303822515,A-MF,A-MF
2,2498334,EDUCATION,0.34875731665425413,0.14466392604912343,0.18291946218701438,0.13518261551802335,0.34875731665425413,A-MF,A-MF
3,2498334,ENVIRONMENT,0.2700792510836734,0.10968751448151873,0.12908424467560767,0.09409827253138603,0.2700792510836734,A-MF,A-MF
4,2479815,EDUCATION,0.047918611441843784,0.03933884804271091,0.054158895163347986,0.10884826487178692,0.10884826487178692,A-NE,A-NE
5,2479815,ENVIRONMENT,0.0732015636988648,0.06424918020736425,0.088521000987079,0.17947775867927707,0.17947775867927707,A-NE,A-NE
6,2479815,LANGUAGE ARTS,0.109215548126863,0.10301415830555988,0.1735682187073923,0.0691610046832215,0.1735682187073923,A-SE,A-SE
7,2503836,ENVIRONMENT,0.1166615182514681,0.08542553613881726,0.13190777721703778,0.25224362349325447,0.25224362349325447,A-NE,A-NE
8,2503836,LANGUAGE ARTS,0.10894142366268941,0.11913229074148293,0.15225107801061855,0.32165287690176836,0.32165287690176836,A-NE,A-NE
9,2503836,EDUCATION,0.09931427983055828,0.08772626323581087,0.13209387749207957,0.26075339290353816,0.26075339290353816,A-NE,A-NE
10,2505588,ENVIRONMENT,0.12061409040895936,0.10815745127680042,0.17373872463652767,0.3489647918092064,0.3489647918092064,A-NE,A-NE
11,2505588,LANGUAGE ARTS,0.08479398774603691,0.09851833752389669,0.12150537132161146,0.2396306507710751,0.2396306507710751,A-NE,A-NE
12,2505588,EDUCATION,0.11444708336793455,0.11287870538270708,0.30844132658088297,0.1432296344244903,0.30844132658088297,A-SE,A-SE
13,2505927,EDUCATION,0.10103439541780876,0.09739611921416083,0.24413948502734187,0.10400707157001998,0.24413948502734187,A-SE,A-SE
14,2505927,LANGUAGE ARTS,0.08707148554472782,0.09993773264303013,0.23509876037590527,0.11564133609156865,0.23509876037590527,A-SE,A-SE
15,2505927,ENVIRONMENT,0.09111900471051529,0.06570719498848751,0.17431374443796516,0.10401528390864048,0.17431374443796516,A-SE,A-SE
16,2548950,EDUCATION,0.051425128050986736,0.05395899664451202,0.08549922910184589,0.17189725902529318,0.17189725902529318,A-NE,A-NE
17,2548950,LANGUAGE ARTS,0.05688522363198643,0.0619131704002241,0.18069153102707053,0.08253072298791898,0.18069153102707053,A-SE,A-SE
18,2548950,ENVIRONMENT,0.040605756125960596,0.03657060138963843,0.12766348668818994,0.07134626539038091,0.12766348668818994,A-SE,A-SE
19,2489212,ENVIRONMENT,0.11107753071150692,0.10593301276474562,0.2482607789558714,0.1125651396193495,0.2482607789558714,A-SE,A-SE
20,2489212,LANGUAGE ARTS,0.11662440842088176,0.12305745697890969,0.29481706629800253,0.10009966683447602,0.29481706629800253,A-SE,A-SE
21,2489212,EDUCATION,0.1325389777514602,0.1347089720001609,0.3078371897870128,0.11203126602166058,0.3078371897870128,A-SE,A-SE
